Date,Weekend,Promotion,Gm#,Tm,Opp,W-L,Rank,GB,D/N,Attendance,Streak
2015-7-4,1,0,83,BOS,HOU,38-45,5,7.0,D,36703,+
2015-7-5,1,0,84,BOS,HOU,39-45,5,6.0,D,36481,++
2015-7-7,0,0,85,BOS,MIA,40-45,5,5.0,N,36863,+++
2015-7-8,0,0,86,BOS,MIA,41-45,5,5.0,N,37009,++++
2015-7-10,0,0,87,BOS,NYY,41-46,5,6.5,N,37984,-
2015-7-11,1,0,88,BOS,NYY,42-46,5,5.5,N,38047,+
2015-7-12,1,0,89,BOS,NYY,42-47,5,6.5,D,37283,-
2015-7-24,0,0,97,BOS,DET,43-54,5,11.0,N,37650,+
2015-7-25,1,0,98,BOS,DET,43-55,5,12.0,D,37256,-
2015-7-26,1,0,99,BOS,DET,44-55,5,12.0,N,35582,+
2015-7-27,0,0,100,BOS,CHW,44-56,5,13.0,N,37401,-
2015-7-28,0,0,101,BOS,CHW,44-57,5,14.0,N,38063,--
2015-7-29,0,0,102,BOS,CHW,44-58,5,14.0,N,37104,---
2015-7-30,0,0,103,BOS,CHW,45-58,5,13.0,N,36215,+
2015-7-31,0,0,104,BOS,TBR,46-58,5,13.0,N,36715,++
2015-8-1,1,0,105,BOS,TBR,47-58,5,12.0,D,35944,+++
2015-8-2,1,0,106,BOS,TBR,47-59,5,13.0,D,35699,-
2015-8-14,0,0,115,BOS,SEA,51-64,5,12.5,N,37678,+
2015-8-15,1,0,116,BOS,SEA,52-64,5,12.5,D,36027,++
2015-8-16,1,0,117,BOS,SEA,52-65,5,12.5,D,35260,-
2015-8-17,0,0,118,BOS,CLE,52-66,5,13.5,N,32701,--
2015-8-18,0,0,119,BOS,CLE,53-66,5,13.5,N,31907,+
2015-8-19,0,0,120,BOS,CLE,54-66,5,13.5,N,32465,++
2015-8-20,0,0,121,BOS,KCR,55-66,5,12.5,N,35458,+++
2015-8-21,0,0,122,BOS,KCR,56-66,5,11.5,N,35203,++++
2015-8-22,1,0,123,BOS,KCR,56-67,5,12.5,N,37135,-
2015-8-23,1,0,124,BOS,KCR,56-68,5,13.0,D,36151,--
2015-8-31,0,0,131,BOS,NYY,61-70,5,13.0,N,36148,+
2015-9-1,0,0,132,BOS,NYY,61-71,5,14.0,N,35077,-
2015-9-2,0,0,133,BOS,NYY,61-72,5,15.0,D,34416,--
2015-9-4,0,0,134,BOS,PHI,62-72,5,14.0,N,33674,+
2015-9-5,1,0,135,BOS,PHI,63-72,5,14.0,D,36534,++
2015-9-6,1,0,136,BOS,PHI,64-72,5,14.0,D,34708,+++
2015-9-7,0,0,137,BOS,TOR,65-72,4,13.0,D,33659,++++
2015-9-8,0,0,138,BOS,TOR,65-73,5,14.0,N,33432,-
2015-9-9,0,0,139,BOS,TOR,66-73,5,13.0,N,34464,+
2015-9-21,0,0,149,BOS,TBR,72-77,4,13.5,N,33673,+++
2015-9-22,0,0,150,BOS,TBR,72-78,5,13.5,N,33673,-
2015-9-23,0,0,151,BOS,TBR,72-79,5,14.5,N,32753,--
2015-9-24,0,0,152,BOS,TBR,72-80,5,15.0,N,34916,---
2015-9-25,0,0,153,BOS,BAL,73-80,5,15.0,N,32411,+
2015-9-26,1,0,154,BOS,BAL,74-80,5,15.0,D,36316,++
2015-9-27,1,0,155,BOS,BAL,75-80,4,15.0,D,33306,+++
